요구사항ID,도메인,요구사항,관계유형,관련 요구사항ID,관계 설명,요구 설명,우선순위,3사/핏지니 포함여부,대표 출처,중복 병합 출처 수,비고
REQ-STF-008,직원관리,One-Line 패턴 분석,유사연계,"REQ-HQ-021, REQ-HQ-001, REQ-GEN-036, REQ-GEN-060, REQ-HQ-020, REQ-FAC-013","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트, 대시보드/KPI, 권한/역할. 예: REQ-HQ-021 One-Line 목표 달성률, REQ-HQ-001 AI One-Line 추천 리스트, REQ-GEN-036 오늘의 One-Line 목표 입력, REQ-GEN-060 퇴근 전 One-Line 리플렉션","HQ Dashboard > 직원·트레이너 KPI 대시보드 > One-Line 분석. 직원들이 남긴 One-Line 문장을 NLP로 분석해 키워드/초점(재등록/AT-RISK/운영 등) 분포를 보여준다.. Input=One-Line 텍스트, 직원/지점 정보. Output=주요 키워드 클라우드, 초점 분야 비율, 지점별 차이. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R146,1,스포짐 원천요구
REQ-STF-009,직원관리,PT 매출 상위 10명,유사연계,"REQ-HQ-025, REQ-CLS-016, REQ-RSV-004, REQ-PAY-029, REQ-CLS-017, REQ-HQ-022","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 권한/역할. 예: REQ-HQ-025 PT 재구매율, REQ-CLS-016 PT 재구매율 비교, REQ-RSV-004 PT/OT1/OT2 예약, REQ-PAY-029 매출 통계","HQ Dashboard > 직원·트레이너 KPI 대시보드 > 직원 KPI 메인. 전 지점 기준 PT 매출 상위 10명의 트레이너를 보여준다.. Input=트레이너별 PT 매출, 지점 코드. Output=상위 10명 리스트, 매출 금액, 지점 정보. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R143,1,스포짐 원천요구
REQ-STF-010,직원관리,Today’s Work 완료율,유사연계,"REQ-HQ-014, REQ-HQ-030, REQ-HQ-027, REQ-HQ-029, REQ-HQ-028, REQ-HQ-002","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-HQ-014 KPI/Today’s Work, REQ-HQ-030 Today Tasks, REQ-HQ-027 Task 상태 변경(완료/보류), REQ-HQ-029 TM 완료율","Manager App > 직원 KPI > 직원 KPI 메인. 직원별 Task 수행 완료율을 비교해 보여준다.. Input=직원 Task 로그, Today’s Work 데이터. Output=직원별 완료률 %, 랭킹, 문제 직원 자동 태깅. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R104,1,스포짐 원천요구
REQ-STF-011,직원관리,강사 근무 현황,독립,,현재 기준 독립 요구사항으로 판단,수업. 강사 일정·근무 통계. 출처=온핏,P1,,3사앱 통합기획 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능항목표 R17,1,3사 앱 기능요약
REQ-STF-012,직원관리,권한·역할 관리,유사연계,"REQ-SET-003, REQ-SET-031, REQ-SET-008, REQ-SET-013, REQ-SET-027, REQ-SET-029","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=권한/역할, 급여/정산/지출. 예: REQ-SET-003 RBAC 권한 매트릭스, REQ-SET-031 커스텀 역할 생성, REQ-SET-008 권한 관리, REQ-SET-013 데이터 백업/복원(시점 복원)","인사·급여 / 직원 관리. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 RBAC 매트릭스",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R111,1,원천 기능행
REQ-STF-013,직원관리,근로계약서 관리,유사연계,"REQ-MBR-038, REQ-PAY-047, REQ-PAY-056, REQ-PAY-054, REQ-GEN-044, REQ-MBR-054","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=전자계약/서명, 급여/정산/지출. 예: REQ-MBR-038 약관·개인정보 동의 처리, REQ-PAY-047 약관·서명 영역, REQ-PAY-056 전자 계약서, REQ-PAY-054 일일 이용 계약서","인사·급여 / 고급 인사(FG). 3사 비교: BroJ=△, OnFit=△, LessonBook=×, FitGenie=○. 핏지니 전자 계약(직원 포함)",,"BroJ=△, OnFit=△, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R116,1,원천 기능행
REQ-STF-014,직원관리,금액 구간별 지출 패턴 분석,유사연계,"REQ-FAC-013, REQ-HQ-120, REQ-HQ-086, REQ-HQ-012, REQ-CLS-008, REQ-PAY-060","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 급여/정산/지출. 예: REQ-FAC-013 기구 고장 패턴 분석, REQ-HQ-120 지점별 지출 비교, REQ-HQ-086 업무일지 자동 생성 및 분석, REQ-HQ-012 GX 출석률","HQ Dashboard > 전자결재 대시보드 > 지출 패턴. 5만/30만/150만 원 등 금액 구간별로 지출 빈도와 총액을 분석한다.. Input=지출 금액, 계정 코드, 결재 문서. Output=구간별 지출 히스토그램, 이상 지출 패턴 식별. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R154,1,스포짐 원천요구
REQ-STF-015,직원관리,급여 관리 (명세서·정산),유사연계,"REQ-MKT-010, REQ-PAY-035, REQ-OPS-012, REQ-STF-017, REQ-HQ-150, REQ-CLS-003","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-MKT-010 급여명세서 PDF 및 알림, REQ-PAY-035 비용 정산 승인, REQ-OPS-012 시스템 아키텍처·ERD·API 명세서, REQ-STF-017 급여 명세서 출력",인사·급여. 급여 계산·명세서 발행·정산. 출처=브로제이,P2,,3사앱 통합기획 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능항목표 R36,1,3사 앱 기능요약
REQ-STF-016,직원관리,급여 관리 통합 기준,유사연계,"REQ-FAC-039, REQ-MKT-010, REQ-HQ-150, REQ-CLS-003, REQ-HQ-052, REQ-HQ-063","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-FAC-039 오프라인 운영 데이터 통합, REQ-MKT-010 급여명세서 PDF 및 알림, REQ-HQ-150 - 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록), REQ-CLS-003 BroJ 급여정책 3요소 공식(기본급+수업단가+수업료%) (HR-005 보완)",온핏 기반=직원근태 관리 (기본); 브로제이 보완=급여 관리 전용 (일부 지점); 레슨북 고도화=—,,,3사앱 역할비교 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능영역표 R15,1,역할비교/중복보강
REQ-STF-017,직원관리,급여 명세서 출력,중복병합,"REQ-MKT-010, REQ-STF-020, REQ-STF-046, REQ-OPS-012, REQ-STF-015, REQ-STF-043",동일 또는 사실상 같은 요구를 2개 출처에서 병합. 관련그룹=급여/정산/지출,"인사·급여 / 급여 관리. 3사 비교: BroJ=△, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 급여 명세서 PDF / 6. 직원 · 급여 관리. BroJ=★★; OnFit=★★★ 월별 명세서·정산 자동 계산; FitPlat 결정=**OnFit** 명세서 채택",,"BroJ=△, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R114 | BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L122,2,원천 기능행
REQ-STF-018,직원관리,급여/정산/지출,유사연계,"REQ-HQ-033, REQ-PAY-035, REQ-PAY-060, REQ-HQ-120, REQ-MKT-010, REQ-HQ-043","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=전자계약/서명, 급여/정산/지출. 예: REQ-HQ-033 고정/변동 지출 비율, REQ-PAY-035 비용 정산 승인, REQ-PAY-060 지점별 매출 귀속, REQ-HQ-120 지점별 지출 비교","급여 정산은 수기로 입력하고, 계약서/서식 업로드 방식으로 가는 것으로 이해. / 급여액 계산은 가능하나 자동 송금/완전 자동 급여 처리와는 분리. / 1.0에서는 지출 탭을 수기로 입력할 수 있게 하는 수준. / 지출 항목은 스포짐이 전달하고, 시스템은 항목별 숫자 입력 중심으로 구성. / 손익 구조/회계는 1.5에서 다루는 방향.",,,회의록: lastspr/요구리스트관련자료/회의록/260519.md::L68,1,회의결정/논의
REQ-STF-019,직원관리,급여 정책,유사연계,"REQ-MKT-010, REQ-CLS-003, REQ-STF-020, REQ-PAY-035, REQ-HQ-033, REQ-STF-018","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-MKT-010 급여명세서 PDF 및 알림, REQ-CLS-003 BroJ 급여정책 3요소 공식(기본급+수업단가+수업료%) (HR-005 보완), REQ-STF-020 급여 정책·자동 계산, REQ-PAY-035 비용 정산 승인",6. 직원 · 급여 관리. BroJ=★★★ **직급별 기본급 + 수업단가 + 수업료%** 조합 설정; OnFit=★★ (급여 템플릿 기본); FitPlat 결정=**BroJ** 급여정책 세분화 채택,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L121,1,경쟁사 비교/채택전략
REQ-STF-020,직원관리,급여 정책·자동 계산,유사연계,"REQ-STF-045, REQ-STF-017, REQ-STF-046, REQ-PAY-035, REQ-HQ-033, REQ-STF-019","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-STF-017 급여 명세서 출력, REQ-STF-046 직원 출근·근태 관리, REQ-PAY-035 비용 정산 승인","인사·급여 / 급여 관리. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 급여 관리",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R113,1,원천 기능행
REQ-STF-021,직원관리,담당자별 성과,유사연계,"REQ-HQ-119, REQ-MBR-015, REQ-MBR-027, REQ-CLS-020, REQ-HQ-086, REQ-HQ-102","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 권한/역할. 예: REQ-HQ-119 지점별 성과 편차, REQ-MBR-015 담당 트레이너 지정, REQ-MBR-027 상담 자동 녹음 및 요약, REQ-CLS-020 PT 캠페인 성과 분석","FC, 트레이너, 상담 담당, 등록 담당 등이 역할별로 나뉘므로 성과 귀속/배분 로직 정의가 필요. / 상담자와 등록자가 다른 경우, 퇴사/인수인계 시 KPI 배분도 확인 필요.",,,회의록: lastspr/요구리스트관련자료/회의록/260518.md::L32,1,회의결정/논의
REQ-STF-022,직원관리,로그 기록,유사연계,"REQ-HQ-063, REQ-HQ-096, REQ-HQ-150, REQ-HQ-043, REQ-HQ-052, REQ-CLS-003","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-HQ-063 손익 요약 보기, REQ-HQ-096 월손익(전체) 보기, REQ-HQ-150 - 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록), REQ-HQ-043 - 디지털 회원증 (QR코드 기반 출입)",인사·급여. 시스템 주요 작업 감사 로그. 출처=브로제이,P3,,3사앱 통합기획 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능항목표 R37,1,3사 앱 기능요약
REQ-STF-023,직원관리,미션 기반 성과 측정,유사연계,"REQ-HQ-119, REQ-CLS-020, REQ-MBR-001, REQ-HQ-063, REQ-HQ-079, REQ-HQ-096","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-HQ-119 지점별 성과 편차, REQ-CLS-020 PT 캠페인 성과 분석, REQ-MBR-001 AI 기반 재등록 타이밍 최적화, REQ-HQ-063 손익 요약 보기",시스템=; KPI=직원 생산성 지수 (HQ); 효과=직원별 미션 완료도 및 성과를 자동 측정. 데이터 기반 평가로 생산성 +150% 달성 및 인센티브 최적화; 흐름=미션 할당 → 완료 추적 → 성과 측정 → 생산성 지수 산출,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::3. 시스템 & 운영_비용관리!R19,1,대시보드/KPI
REQ-STF-024,직원관리,부서별 운영력 비교,유사연계,"REQ-HQ-118, REQ-HQ-120, REQ-HQ-123, REQ-HQ-066, REQ-HQ-075, REQ-HQ-107","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 권한/역할. 예: REQ-HQ-118 지점별 매출 비교, REQ-HQ-120 지점별 지출 비교, REQ-HQ-123 지점 타입별 평균 비교, REQ-HQ-066 순이익 비교","HQ Dashboard > 직원·트레이너 KPI 대시보드 > 부서별 운영력. FC/PT/GX/운영 등 부서별 KPI를 집계해 부서 운영력을 비교한다.. Input=부서 정보, KPI 지표(재등록, PT, GX, 시설 등). Output=부서별 점수, 레이더 차트, 개선 대상 부서 표시. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R147,1,스포짐 원천요구
REQ-STF-025,직원관리,불필요 지출 패턴 탐지,유사연계,"REQ-PAY-060, REQ-HQ-118, REQ-HQ-120, REQ-FAC-013, REQ-HQ-033, REQ-PAY-072","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 급여/정산/지출. 예: REQ-PAY-060 지점별 매출 귀속, REQ-HQ-118 지점별 매출 비교, REQ-HQ-120 지점별 지출 비교, REQ-FAC-013 기구 고장 패턴 분석","HQ Dashboard > 전자결재 대시보드 > 리스크 탐지. 반복/중복/비정상적 패턴의 지출을 규칙/AI 기반으로 탐지하여 리스트업한다.. Input=지출 내역, 계정 코드, 지점·직원 정보, 과거 패턴. Output=잠재 불필요 지출 리스트, 리스크 점수, 검토 필요 플래그. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R155,1,스포짐 원천요구
REQ-STF-026,직원관리,스케줄 자동 최적화,유사연계,"REQ-FAC-037, REQ-MKT-006, REQ-HQ-008, REQ-MBR-001, REQ-MBR-027, REQ-MKT-027","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-FAC-037 시설 점검 체크리스트 자동화, REQ-MKT-006 CAC 최적화 AI 분석, REQ-HQ-008 GX 수업 예약 및 출석 자동화, REQ-MBR-001 AI 기반 재등록 타이밍 최적화",시스템=; KPI=직원 평균 KPI 달성률 (Branch Manager); 효과=직원별 능력/업무량 고려한 AI 스케줄 최적화. 과부하 방지 및 효율적 인력 배치로 직원 평균 KPI 85%+ 달성; 흐름=직원 능력 데이터 → 업무량 분석 → AI 스케줄 생성 → 배치 최적화 → KPI 달성률 측정,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::3. 시스템 & 운영_비용관리!R16,1,대시보드/KPI
REQ-STF-027,직원관리,"시스템 구조는 본사, 지점장, 스텝(FC, 트레이너, 골프 강사, 필라테스 강사 등) 권한 기반으로 나뉘며, 권한에 따라 보이는 화면과 기능이 달라지는 형태입니다.",유사연계,"REQ-PAY-061, REQ-HQ-026, REQ-SET-026, REQ-MBR-015, REQ-HQ-034, REQ-CLS-053","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=권한/역할. 예: REQ-PAY-061 키오스크 결제는 현재 범위에서 제외하는 쪽으로 정리됐고, 결제는 FC 처리와 회원 휴대폰 결제 중심으로 보는 흐름이었습니다., REQ-HQ-026 QR코드 기반 출석 시스템
 : 회원과 트레이너 모두 QR코드로 세션 시작/종료
실시간 세션 모니터링
 : 진행 중인 PT 세션을 실시간으로 관제 
권한 기반 세션 관리
 : 회원권 상태에 따른 PT 진행 권한 자동 제어
트레이너 대시보드
 : 개별 트레이너의 세션 현황 및 수익 실시간 확인, REQ-SET-026 역할 구분 자료에서는 한쪽은 Fit Genie 측 담당 영역, 다른 한쪽은 판도 측 진행 영역으로 나뉘어 있었고, 일부 구간은 협업이 필요한 영역으로 표시되어 있었습니다., REQ-MBR-015 담당 트레이너 지정","시스템 구조는 본사, 지점장, 스텝(FC, 트레이너, 골프 강사, 필라테스 강사 등) 권한 기반으로 나뉘며, 권한에 따라 보이는 화면과 기능이 달라지는 형태입니다.",,,회의록: lastspr/요구리스트관련자료/회의록/260414.md::L5,1,회의결정/논의
REQ-STF-028,직원관리,실시간 업무 부하 모니터링,유사연계,"REQ-HQ-085, REQ-FAC-029, REQ-MKT-022, REQ-MBR-002, REQ-HQ-045, REQ-HQ-121","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-HQ-085 실시간 재무 대시보드
 : 일일/월별 손익 현황을 실시간으로 모니터링, REQ-FAC-029 사우나 온도 트렌드 모니터링, REQ-MKT-022 실시간 경고/알림 노출, REQ-MBR-002 AI 상담 스크립트 실시간 추천",시스템=; KPI=평균 출석률 (Branch Manager); 효과=직원 업무 부하 실시간 모니터링으로 과부하 시 즉각 인력 재배치. 회원 응대 품질 유지로 출석률 3회/주+ 달성; 흐름=업무 부하 데이터 → 실시간 모니터링 → 인력 재배치 → 응대 품질 → 출석률 측정,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::3. 시스템 & 운영_비용관리!R20,1,대시보드/KPI
